startdate,hectares,cause,lat,lon,province
2023-06-08,166857.0,Natural,55.947,-124.545,British Columbia
2023-06-10,8.6,Natural,55.629,-124.459,British Columbia
2023-06-14,60.0,Natural,56.848,-124.979,British Columbia
2023-06-24,22372.8,Natural,55.24,-123.67,British Columbia
2023-06-24,0.01,Natural,55.1012,-123.243,British Columbia
2023-06-24,0.01,Natural,55.0965,-123.242,British Columbia
2023-06-24,4638.0,Natural,57.632,-125.927,British Columbia
2023-06-24,0.01,Natural,54.9695,-123.429,British Columbia
2023-06-24,12274.6,Natural,55.367,-124.443,British Columbia
2023-06-25,297.0,Natural,56.786,-126.684,British Columbia
2023-06-25,1.0,Natural,56.6962,-126.333,British Columbia
2023-06-25,3.6,Natural,55.81,-125.175,British Columbia
2023-06-26,2.6,Natural,55.449,-124.624,British Columbia
2023-06-28,9.6,Natural,55.572,-123.372,British Columbia
2023-06-28,0.1,Natural,55.175,-123.393,British Columbia
2023-07-05,5.2,Natural,57.298,-125.756,British Columbia
2023-07-07,12.0,Natural,56.077,-123.157,British Columbia
2023-07-09,0.5,Natural,54.944,-123.523,British Columbia
2023-07-11,0.1,Natural,55.655,-124.292,British Columbia
2023-07-12,6.4,Natural,55.553,-123.446,British Columbia
2023-07-13,1.0,Natural,57.055,-125.21,British Columbia
2023-07-15,7.1,Natural,55.66,-125.118,British Columbia
2023-07-15,23.0,Natural,56.797,-125.108,British Columbia
2023-07-15,5.6,Natural,56.831,-126.393,British Columbia
2023-07-17,0.01,Natural,55.463,-124.15,British Columbia
2023-07-17,0.7,Natural,55.154,-122.905,British Columbia
2023-07-21,0.1,Natural,55.2617,-123.147,British Columbia
2023-07-22,1.3,Natural,55.174,-123.203,British Columbia
2023-07-23,0.01,Natural,55.1988,-123.18,British Columbia
2023-07-23,375.5,Natural,55.826,-123.187,British Columbia
2023-07-26,23.0,Natural,56.694,-126.315,British Columbia
2023-07-30,3.0,Natural,55.829,-125.014,British Columbia
2023-07-30,0.2,Natural,55.867,-125.068,British Columbia
2023-08-06,0.4,Natural,55.057,-123.039,British Columbia
2023-08-17,0.3,Natural,55.866,-125.062,British Columbia
2023-08-20,0.2,Natural,55.343,-124.311,British Columbia
2023-08-26,205.1,Natural,55.576,-123.544,British Columbia
2023-08-31,58.5,Natural,55.904,-123.102,British Columbia
2023-09-18,4.0,Natural,57.579,-126.06,British Columbia
2023-09-19,0.2,Natural,55.411,-123.367,British Columbia
2023-04-28,2.0,Human,55.752,-120.479,British Columbia
2023-04-29,9.8,Human,56.072,-120.688,British Columbia
2023-04-29,120.0,Human,55.835,-121.848,British Columbia
2023-04-29,10.0,Human,55.4533,-120.059,British Columbia
2023-04-30,4.0,Human,55.993,-120.61,British Columbia
2023-04-30,3.9,Human,55.713,-120.643,British Columbia
2023-05-02,1.0,Human,55.673,-120.101,British Columbia
2023-05-02,8.0,Human,55.9185,-121.592,British Columbia
2023-05-02,4.1,Human,55.8229,-120.964,British Columbia
2023-05-03,1.1,Human,55.715,-121.506,British Columbia
2023-05-03,63.0,Human,55.883,-120.245,British Columbia
2023-05-04,2.0,Human,55.677,-120.115,British Columbia
2023-05-05,3.4,Human,56.083,-120.708,British Columbia
2023-05-06,1.5,Human,55.876,-121.415,British Columbia
2023-05-07,2.0,Human,55.345,-120.358,British Columbia
2023-05-07,1.7,Human,55.793,-121.952,British Columbia
2023-05-14,25.9,Human,55.987,-120.513,British Columbia
2023-05-17,1.4,Human,56.101,-120.86,British Columbia
2023-05-18,3.0,Human,55.96,-120.61,British Columbia
2023-05-20,4.0,Human,56.085,-121.967,British Columbia
2023-05-21,4.0,Natural,54.89,-120.98,British Columbia
2023-06-03,0.2,Natural,55.862,-122.008,British Columbia
2023-06-06,4427.0,Natural,55.379,-120.083,British Columbia
2023-06-06,25095.0,Natural,55.154,-120.67,British Columbia
2023-06-07,0.1,Natural,55.462,-121.955,British Columbia
2023-06-13,11.1,Natural,54.541,-120.686,British Columbia
2023-06-13,23.3,Natural,54.302,-120.243,British Columbia
2023-06-24,0.4,Natural,56.116,-121.922,British Columbia
2023-06-25,0.6,Natural,55.722,-121.357,British Columbia
2023-06-25,0.2,Natural,55.798,-121.518,British Columbia
2023-06-26,0.2,Natural,55.207,-121.843,British Columbia
2023-07-01,1.3,Natural,55.397,-121.034,British Columbia
2023-07-01,0.2,Human,55.691,-121.615,British Columbia
2023-07-03,0.01,Human,55.7798,-121.596,British Columbia
2023-07-07,0.4,Natural,55.302,-120.418,British Columbia
2023-07-08,0.2,Natural,55.9988,-122.375,British Columbia
2023-07-09,0.5,Natural,55.312,-120.973,British Columbia
2023-07-10,7.0,Natural,55.358,-122.14,British Columbia
2023-07-10,8.6,Natural,54.727,-120.136,British Columbia
2023-07-11,1.9,Human,55.928,-120.661,British Columbia
2023-07-12,1.0,Human,55.115,-121.158,British Columbia
2023-07-13,0.2,Natural,55.682,-122.245,British Columbia
2023-07-14,1.6,Natural,55.318,-121.823,British Columbia
2023-07-14,0.5,Natural,55.157,-122.117,British Columbia
2023-07-14,0.1,Natural,55.588,-121.782,British Columbia
2023-07-15,0.3,Natural,55.492,-122.011,British Columbia
2023-07-15,0.9,Natural,55.493,-121.831,British Columbia
2023-07-16,0.2,Natural,55.904,-122.804,British Columbia
2023-07-17,0.2,Natural,55.757,-121.18,British Columbia
2023-07-23,0.2,Natural,55.999,-122.375,British Columbia
2023-08-03,0.2,Natural,55.112,-121.989,British Columbia
2023-08-14,0.8,Natural,55.631,-121.428,British Columbia
2023-09-01,2.0,Natural,55.984,-121.675,British Columbia
2023-09-02,0.4,Human,55.691,-121.438,British Columbia
2023-09-02,0.2,Natural,55.251,-121.676,British Columbia
2023-09-03,10.9,Human,56.009,-120.188,British Columbia
2023-09-08,17.0,Natural,55.41,-121.185,British Columbia
2023-09-13,0.5,Human,55.705,-120.346,British Columbia
2023-09-16,0.7,Human,55.68,-120.349,British Columbia
2023-09-17,1.0,Natural,56.054,-122.322,British Columbia
2023-09-21,0.1,Human,55.953,-120.336,British Columbia
2023-09-22,15.0,Natural,55.733,-122.261,British Columbia
2023-10-09,1246.0,Natural,55.632,-121.428,British Columbia
2023-10-15,2.0,Natural,54.747,-120.78,British Columbia
2023-11-10,0.2,Human,55.494,-120.982,British Columbia
2023-04-15,62.0,Human,56.507,-121.957,British Columbia
2023-04-16,0.2,Human,56.388,-121.231,British Columbia
2023-04-16,2.0,Human,56.297,-121.107,British Columbia
2023-04-17,12.0,Human,56.374,-121.234,British Columbia
2023-04-17,12.0,Human,56.3749,-121.236,British Columbia
2023-04-22,1.6,Human,56.578,-120.69,British Columbia
2023-04-29,50.0,Human,56.504,-122.022,British Columbia
2023-04-29,2.0,Human,56.282,-120.71,British Columbia
2023-04-29,4.0,Human,56.35,-120.91,British Columbia
2023-04-29,154.0,Human,56.711,-121.07,British Columbia
2023-04-29,2.0,Human,56.432,-120.867,British Columbia
2023-05-02,4.0,Human,56.512,-121.964,British Columbia
2023-05-03,4.0,Human,56.934,-120.978,British Columbia
2023-05-03,385.0,Human,56.532,-121.925,British Columbia
2023-05-03,89.0,Human,56.338,-121.101,British Columbia
2023-05-05,0.2,Human,56.6116,-121.886,British Columbia
2023-05-05,15.0,Human,56.1278,-120.258,British Columbia
2023-05-05,2947.0,Human,56.416,-121.232,British Columbia
2023-05-06,7.0,Human,56.397,-120.825,British Columbia
2023-05-07,19.1,Human,56.443,-121.524,British Columbia
2023-05-10,2.0,Human,56.7374,-122.604,British Columbia
2023-05-11,0.9,Human,56.528,-121.894,British Columbia
2023-05-13,619072.0,Natural,57.619,-122.012,British Columbia
2023-05-13,0.2,Human,56.348,-121.192,British Columbia
2023-05-13,29505.9,Human,56.511,-121.222,British Columbia
2023-05-14,0.8,Human,56.516,-122.248,British Columbia
2023-06-01,3.6,Human,56.285,-121.223,British Columbia
2023-06-03,1.0,Natural,57.24,-122.083,British Columbia
2023-06-04,0.9,Natural,56.422,-122.178,British Columbia
2023-06-05,0.2,Natural,57.494,-120.76,British Columbia
2023-06-05,0.5,Natural,57.171,-120.811,British Columbia
2023-06-05,0.2,Natural,57.576,-120.533,British Columbia
2023-06-06,3.6,Natural,56.602,-121.57,British Columbia
2023-06-06,0.9,Natural,56.457,-120.318,British Columbia
2023-06-16,0.3,Natural,58.245,-121.67,British Columbia
2023-06-20,0.2,Human,56.946,-121.438,British Columbia
2023-06-20,0.2,Natural,57.241,-120.875,British Columbia
2023-06-20,0.1,Natural,57.215,-120.955,British Columbia
2023-06-22,116.0,Natural,57.962,-121.044,British Columbia
2023-06-24,0.8,Natural,56.603,-121.568,British Columbia
2023-06-24,7.0,Natural,56.755,-121.897,British Columbia
2023-06-24,70.0,Natural,56.709,-120.041,British Columbia
2023-06-24,0.4,Natural,56.941,-121.223,British Columbia
2023-06-24,19136.5,Natural,57.279,-120.912,British Columbia
2023-06-24,0.2,Natural,57.326,-120.337,British Columbia
2023-06-26,12.0,Human,56.168,-121.765,British Columbia
2023-06-30,2.1,Natural,56.611,-121.533,British Columbia
2023-07-02,0.01,Natural,57.072,-121.603,British Columbia
2023-07-10,11.0,Natural,57.109,-121.099,British Columbia
2023-07-11,6108.9,Natural,57.429,-120.2,British Columbia
2023-07-15,4.2,Natural,58.199,-121.105,British Columbia
2023-07-15,50.0,Natural,58.041,-121.244,British Columbia
2023-07-16,1.2,Natural,56.982,-121.391,British Columbia
2023-07-20,23.1,Human,57.981,-120.004,British Columbia
2023-07-22,0.9,Natural,57.006,-120.079,British Columbia
2023-07-23,0.6,Natural,56.632,-121.46,British Columbia
2023-07-24,2.5,Natural,56.332,-121.828,British Columbia
2023-08-05,180.0,Natural,58.444,-121.055,British Columbia
2023-08-12,15.0,Natural,56.557,-120.231,British Columbia
2023-09-01,0.6,Human,56.552,-121.754,British Columbia
2023-09-02,0.5,Natural,56.54,-121.981,British Columbia
2023-09-02,0.1,Natural,56.728,-121.934,British Columbia
2023-09-02,673.0,Natural,58.22,-121.744,British Columbia
2023-09-21,0.5,Human,56.546,-122.368,British Columbia
2023-09-21,0.1,Human,56.692,-121.763,British Columbia
2023-05-10,1.3,Human,58.846,-122.659,British Columbia
2023-05-11,14.5,Human,59.493,-126.32,British Columbia
2023-05-12,42838.5,Natural,58.062,-121.912,British Columbia
2023-05-13,290073.0,Natural,59.964,-120.987,British Columbia
2023-05-13,21056.0,Natural,58.052,-123.325,British Columbia
2023-05-30,0.1,Natural,59.487,-123.561,British Columbia
2023-06-02,208.0,Natural,57.913,-123.931,British Columbia
2023-06-05,173353.0,Natural,58.502,-120.412,British Columbia
2023-06-06,0.2,Natural,59.133,-121.272,British Columbia
2023-06-10,37793.9,Natural,59.827,-123.552,British Columbia
2023-06-10,112.3,Natural,59.951,-123.874,British Columbia
2023-06-11,3.5,Natural,58.426,-121.499,British Columbia
2023-06-14,804.5,Natural,58.223,-123.885,British Columbia
2023-06-15,10.0,Natural,57.9,-123.61,British Columbia
2023-06-15,0.2,Natural,59.356,-124.089,British Columbia
2023-06-16,0.5,Natural,59.687,-122.985,British Columbia
2023-06-17,33.0,Natural,58.712,-120.667,British Columbia
2023-06-17,0.1,Natural,58.301,-122.639,British Columbia
2023-06-17,500.0,Natural,57.651,-123.605,British Columbia
2023-06-21,0.5,Human,58.739,-122.605,British Columbia
2023-06-23,33.2,Natural,58.849,-123.471,British Columbia
2023-06-28,5278.1,Natural,59.628,-126.953,British Columbia
2023-06-28,12107.2,Natural,59.525,-126.651,British Columbia
2023-06-28,0.4,Natural,59.103,-124.068,British Columbia
2023-06-29,14.0,Natural,58.849,-121.366,British Columbia
2023-06-29,22393.5,Natural,59.14,-127.65,British Columbia
2023-06-29,0.1,Natural,58.996,-121.275,British Columbia
2023-06-30,3764.8,Natural,59.643,-123.224,British Columbia
2023-07-01,12.0,Natural,59.776,-125.344,British Columbia
2023-07-05,2.0,Natural,59.824,-122.837,British Columbia
2023-07-06,2.6,Natural,59.452,-120.806,British Columbia
2023-07-08,74685.7,Natural,58.672,-121.643,British Columbia
2023-07-09,350.0,Natural,59.669,-122.625,British Columbia
2023-07-09,8.0,Natural,58.232,-122.343,British Columbia
2023-07-10,888.0,Natural,59.284,-122.15,British Columbia
2023-07-10,6996.4,Natural,59.805,-121.785,British Columbia
2023-07-11,32257.2,Natural,59.427,-121.031,British Columbia
2023-07-15,42.0,Natural,59.436,-123.734,British Columbia
2023-07-16,33425.6,Natural,59.42,-123.656,British Columbia
2023-07-16,0.5,Natural,59.435,-123.67,British Columbia
2023-07-20,2272.0,Human,59.463,-120.0,British Columbia
2023-07-20,0.5,Natural,58.998,-122.089,British Columbia
2023-07-22,72.0,Natural,58.839,-123.582,British Columbia
2023-07-22,0.3,Natural,59.154,-122.567,British Columbia
2023-07-26,0.1,Natural,58.214,-122.81,British Columbia
2023-07-29,0.2,Natural,58.597,-122.78,British Columbia
2023-08-04,0.1,Natural,58.901,-122.096,British Columbia
2023-08-05,50.0,Natural,58.4756,-121.051,British Columbia
2023-08-05,275055.0,Natural,58.579,-120.937,British Columbia
2023-08-06,2.2,Natural,58.963,-121.447,British Columbia
2023-08-07,24.3,Natural,59.327,-122.718,British Columbia
2023-08-07,316.5,Natural,59.937,-127.762,British Columbia
2023-08-13,125.0,Natural,59.262,-122.485,British Columbia
2023-08-16,0.5,Natural,59.354,-121.905,British Columbia
2023-08-25,71002.7,Natural,59.284,-121.89,British Columbia
2023-08-25,0.1,Natural,58.921,-122.766,British Columbia
2023-08-25,0.1,Natural,58.978,-122.779,British Columbia
2023-08-25,7301.8,Natural,59.227,-128.059,British Columbia
2023-09-01,6.0,Natural,59.868,-121.921,British Columbia
2023-09-01,11.2,Natural,59.249,-120.434,British Columbia
2023-09-02,700.0,Natural,58.76,-127.711,British Columbia
2023-09-03,0.3,Human,58.74,-122.598,British Columbia
2023-09-07,0.01,Natural,58.7047,-122.523,British Columbia
2023-09-13,6.4,Natural,58.213,-122.007,British Columbia
2023-09-13,0.5,Natural,58.44,-122.064,British Columbia
2023-09-22,9.7,Human,57.652,-123.38,British Columbia
2023-10-12,0.5,Natural,58.885,-125.261,British Columbia
2023-10-30,0.2,Human,58.808,-122.576,British Columbia
2023-04-04,16.0,Human,50.565,-121.297,British Columbia
2023-04-05,0.5,Human,51.002,-120.222,British Columbia
2023-04-14,0.1,Human,51.172,-120.148,British Columbia
2023-04-14,3.1,Human,50.661,-120.54,British Columbia
2023-04-15,11.5,Human,50.78,-119.732,British Columbia
2023-04-16,2.0,Human,50.849,-120.957,British Columbia
2023-04-16,0.7,Human,50.777,-119.73,British Columbia
2023-04-19,0.9,Human,50.678,-120.35,British Columbia
2023-04-20,5.7,Human,50.792,-119.76,British Columbia
2023-04-28,0.2,Human,50.652,-120.341,British Columbia
2023-04-28,2.3,Human,50.869,-119.963,British Columbia
2023-04-29,0.01,Human,51.6477,-120.033,British Columbia
2023-04-30,5.0,Human,50.7667,-119.756,British Columbia
2023-05-19,0.8,Human,50.868,-119.968,British Columbia
2023-05-21,0.2,Natural,50.621,-120.193,British Columbia
2023-05-21,1711.6,Natural,52.138,-119.569,British Columbia
2023-05-21,0.1,Natural,51.65,-119.519,British Columbia
2023-06-05,1.6,Human,50.776,-120.714,British Columbia
2023-06-05,3.4,Human,50.712,-120.34,British Columbia
2023-06-30,0.2,Natural,51.515,-119.511,British Columbia
2023-07-01,0.2,Human,50.549,-120.128,British Columbia
2023-07-02,0.2,Human,50.808,-119.75,British Columbia
2023-07-05,0.2,Natural,52.411,-120.024,British Columbia
2023-07-06,16.3,Human,51.2,-119.574,British Columbia
2023-07-07,0.4,Natural,51.588,-120.001,British Columbia
2023-07-08,0.2,Natural,50.809,-121.019,British Columbia
2023-07-09,2407.1,Natural,52.106,-120.035,British Columbia
2023-07-09,350.0,Natural,52.147,-120.026,British Columbia
2023-07-09,20745.0,Natural,52.146,-119.962,British Columbia
2023-07-09,0.6,Natural,51.442,-120.455,British Columbia
2023-07-10,0.1,Human,51.222,-120.043,British Columbia
2023-07-12,11.5,Natural,52.436,-119.985,British Columbia
2023-07-12,71.5,Natural,50.811,-120.202,British Columbia
2023-07-12,0.9,Natural,50.794,-120.177,British Columbia
2023-07-13,10004.9,Natural,51.011,-119.697,British Columbia
2023-07-13,0.2,Natural,51.007,-119.832,British Columbia
2023-07-13,0.6,Natural,50.879,-120.044,British Columbia
2023-07-13,45613.0,Natural,51.004,-119.825,British Columbia
2023-07-16,0.1,Natural,51.16,-119.487,British Columbia
2023-07-17,3.2,Natural,51.294,-119.504,British Columbia
2023-07-17,1.5,Natural,51.45,-119.427,British Columbia
2023-07-21,0.2,Natural,51.567,-119.76,British Columbia
2023-07-21,0.2,Natural,50.886,-120.183,British Columbia
2023-07-21,14.0,Natural,50.586,-120.222,British Columbia
2023-07-21,11382.0,Natural,50.448,-120.401,British Columbia
2023-07-21,4.5,Natural,50.354,-120.239,British Columbia
2023-07-22,0.8,Natural,51.654,-119.756,British Columbia
2023-07-23,103.0,Natural,51.981,-120.262,British Columbia
2023-07-24,1.0,Natural,51.964,-119.064,British Columbia
2023-07-26,0.1,Natural,51.375,-119.423,British Columbia
2023-07-27,0.1,Natural,51.226,-119.456,British Columbia
2023-07-29,18.0,Natural,52.424,-119.966,British Columbia
2023-07-31,0.3,Natural,50.944,-120.149,British Columbia
2023-08-02,0.1,Natural,50.775,-121.452,British Columbia
2023-08-02,0.01,Human,50.4858,-120.549,British Columbia
2023-08-04,0.6,Natural,50.951,-121.579,British Columbia
2023-08-04,4.6,Natural,52.213,-120.164,British Columbia
2023-08-04,4.5,Natural,52.512,-120.358,British Columbia
2023-08-06,2.6,Natural,51.408,-120.18,British Columbia
2023-08-07,0.2,Natural,50.825,-121.447,British Columbia
2023-08-15,5.1,Natural,52.02,-119.081,British Columbia
2023-08-15,1771.9,Natural,51.462,-119.701,British Columbia
2023-08-18,17.5,Natural,51.112,-120.124,British Columbia
2023-08-21,1.3,Natural,51.275,-119.681,British Columbia
2023-08-29,0.1,Natural,51.641,-119.026,British Columbia
2023-11-23,0.1,Human,50.484,-120.608,British Columbia
2023-05-05,11.0,Human,50.84,-118.537,British Columbia
2023-05-12,0.5,Human,50.203,-119.275,British Columbia
2023-05-17,0.01,Human,50.3598,-119.299,British Columbia
2023-05-20,0.4,Natural,51.341,-118.698,British Columbia
2023-05-20,2.0,Natural,51.308,-118.688,British Columbia
2023-05-20,7.5,Natural,51.359,-118.869,British Columbia
2023-05-31,4.3,Human,50.46,-119.379,British Columbia
2023-06-07,25.0,Natural,51.44,-118.64,British Columbia
2023-06-13,0.4,Natural,50.436,-118.462,British Columbia
2023-06-15,0.01,Human,50.7018,-119.193,British Columbia
2023-07-06,10.0,Human,50.482,-118.494,British Columbia
2023-07-07,4.2,Natural,50.412,-119.301,British Columbia
2023-07-07,0.1,Natural,50.349,-119.984,British Columbia
2023-07-09,0.5,Natural,50.761,-118.494,British Columbia
2023-07-09,0.1,Natural,50.751,-118.497,British Columbia
2023-07-09,0.6,Human,50.176,-119.443,British Columbia
2023-07-09,7.4,Natural,51.123,-119.334,British Columbia
2023-07-11,0.3,Human,50.316,-118.803,British Columbia
2023-07-11,0.5,Natural,51.323,-119.088,British Columbia
2023-07-13,0.5,Natural,51.105,-118.919,British Columbia
2023-07-16,0.01,Human,51.1508,-119.478,British Columbia
2023-07-17,0.01,Human,50.1859,-119.385,British Columbia
2023-07-17,0.1,Natural,50.47,-119.474,British Columbia
2023-07-18,0.3,Natural,50.989,-119.159,British Columbia
2023-07-19,0.2,Human,50.91,-119.555,British Columbia
2023-07-19,0.2,Natural,50.668,-118.861,British Columbia
2023-07-19,0.3,Natural,50.802,-119.031,British Columbia
2023-07-19,0.01,Human,51.5703,-118.884,British Columbia
2023-07-20,0.2,Natural,51.464,-118.853,British Columbia
2023-07-22,21.9,Natural,50.593,-118.85,British Columbia
2023-07-22,4.0,Natural,50.476,-118.876,British Columbia
2023-07-22,0.3,Natural,50.477,-118.919,British Columbia
2023-08-01,2.4,Human,50.538,-119.002,British Columbia
2023-08-02,50.4,Natural,51.464,-118.73,British Columbia
2023-08-04,1.0,Human,50.513,-118.996,British Columbia
2023-08-04,0.09,Human,50.6785,-119.076,British Columbia
2023-08-07,0.2,Natural,50.111,-118.471,British Columbia
2023-08-08,0.1,Human,50.228,-119.503,British Columbia
2023-08-08,3.5,Natural,50.775,-118.614,British Columbia
2023-08-10,0.1,Natural,51.007,-119.084,British Columbia
2023-08-18,372.6,Natural,50.028,-119.441,British Columbia
2023-08-18,4.0,Human,50.0275,-119.441,British Columbia
2023-08-18,2.1,Human,50.0264,-119.426,British Columbia
2023-08-18,2.1,Human,50.029,-119.428,British Columbia
2023-08-20,0.2,Natural,50.836,-119.429,British Columbia
2023-08-22,1.7,Natural,50.451,-119.088,British Columbia
2023-08-22,2.0,Natural,50.977,-119.206,British Columbia
2023-08-22,0.1,Natural,50.959,-119.082,British Columbia
2023-08-24,0.5,Natural,51.155,-119.203,British Columbia
2023-08-24,0.4,Natural,50.343,-118.426,British Columbia
2023-08-26,1.0,Natural,51.317,-119.092,British Columbia
2023-08-26,0.4,Natural,51.28,-119.01,British Columbia
2023-08-26,8.1,Natural,51.394,-118.886,British Columbia
2023-08-28,1.5,Human,50.892,-118.751,British Columbia
2023-08-28,0.2,Natural,51.345,-118.786,British Columbia
2023-09-06,0.4,Natural,51.075,-118.666,British Columbia
2023-09-07,0.1,Natural,50.411,-119.391,British Columbia
2023-09-15,0.1,Human,51.3449,-118.785,British Columbia
2023-09-16,0.1,Natural,50.846,-118.51,British Columbia
2023-09-18,0.01,Human,50.7844,-119.239,British Columbia
2023-04-04,0.5,Human,49.457,-119.608,British Columbia
2023-04-07,0.01,Human,49.4601,-119.728,British Columbia
2023-04-14,0.5,Human,49.515,-119.569,British Columbia
2023-04-24,0.01,Human,49.4768,-119.605,British Columbia
2023-06-02,0.1,Natural,49.477,-119.678,British Columbia
2023-06-05,33.0,Natural,49.82,-119.789,British Columbia
2023-06-07,0.1,Human,49.507,-119.579,British Columbia
2023-06-11,0.7,Human,49.939,-119.528,British Columbia
2023-06-28,0.3,Natural,49.337,-119.598,British Columbia
2023-07-01,6.3,Human,49.908,-119.482,British Columbia
2023-07-14,480.0,Natural,49.134,-119.953,British Columbia
2023-07-14,1.1,Natural,49.451,-119.62,British Columbia
2023-07-18,4.1,Human,50.046,-119.501,British Columbia
2023-07-21,0.4,Natural,49.822,-120.173,British Columbia
2023-07-21,1.5,Human,49.635,-119.614,British Columbia
2023-07-22,0.01,Human,49.549,-119.734,British Columbia
2023-07-22,0.1,Natural,49.526,-119.83,British Columbia
2023-07-22,7.4,Natural,49.607,-119.949,British Columbia
2023-07-22,0.01,Natural,49.7965,-119.848,British Columbia
2023-07-22,0.2,Natural,49.578,-119.681,British Columbia
2023-07-22,0.1,Natural,49.744,-119.846,British Columbia
2023-07-22,0.5,Natural,49.771,-119.832,British Columbia
2023-07-22,0.6,Natural,49.728,-119.795,British Columbia
2023-07-22,46504.2,Natural,49.173,-120.061,British Columbia
2023-07-24,0.01,Human,49.7607,-119.615,British Columbia
2023-07-29,0.01,Human,49.6348,-119.612,British Columbia
2023-07-29,7060.6,Human,49.001,-119.506,British Columbia
2023-08-07,0.1,Natural,49.068,-119.316,British Columbia
2023-08-09,0.1,Human,49.917,-118.986,British Columbia
2023-08-10,0.4,Natural,49.607,-119.233,British Columbia
2023-08-16,13970.4,Human,49.908,-119.633,British Columbia
2023-08-18,733.0,Human,49.934,-119.461,British Columbia
2023-08-18,2043.8,Human,49.301,-119.709,British Columbia
2023-08-19,0.3,Human,49.505,-119.633,British Columbia
2023-08-28,0.4,Natural,49.779,-120.158,British Columbia
2023-09-11,4.5,Human,49.183,-119.56,British Columbia
2023-09-17,1116.2,Human,49.771,-119.962,British Columbia
2023-04-16,17.0,Human,50.038,-120.857,British Columbia
2023-04-16,0.9,Human,50.042,-120.844,British Columbia
2023-04-29,38.7,Human,50.147,-120.849,British Columbia
2023-06-04,0.3,Natural,49.743,-120.714,British Columbia
2023-06-05,7.6,Human,50.24,-120.458,British Columbia
2023-07-04,0.3,Natural,49.179,-120.507,British Columbia
2023-07-04,0.1,Natural,49.895,-120.749,British Columbia
2023-07-07,0.1,Natural,49.52,-120.517,British Columbia
2023-07-08,0.1,Natural,49.639,-120.679,British Columbia
2023-07-08,0.01,Human,49.4119,-120.576,British Columbia
2023-07-09,10.1,Natural,49.835,-120.633,British Columbia
2023-07-14,1.4,Natural,50.37,-121.159,British Columbia
2023-07-16,104.0,Natural,49.94,-121.262,British Columbia
2023-07-20,1.5,Natural,49.908,-120.659,British Columbia
2023-07-21,0.2,Natural,49.52,-120.741,British Columbia
2023-07-21,1.2,Natural,49.826,-120.604,British Columbia
2023-07-21,8.4,Natural,49.974,-120.552,British Columbia
2023-07-21,10.6,Natural,50.026,-120.466,British Columbia
2023-07-21,0.5,Natural,49.293,-120.415,British Columbia
2023-07-22,0.4,Natural,49.865,-120.476,British Columbia
2023-07-29,0.6,Human,50.1,-120.794,British Columbia
2023-07-29,5.5,Human,50.278,-120.46,British Columbia
2023-08-07,15.8,Human,49.489,-120.65,British Columbia
2023-08-07,0.1,Natural,49.867,-121.117,British Columbia
2023-08-11,0.1,Natural,49.928,-120.587,British Columbia
2023-08-13,1.2,Natural,49.943,-120.449,British Columbia
2023-08-15,4.0,Human,50.095,-120.723,British Columbia
2023-08-23,0.3,Natural,49.838,-120.542,British Columbia
2023-09-13,0.01,Human,49.9918,-120.673,British Columbia
2023-09-14,0.1,Human,50.15,-120.583,British Columbia
2023-09-19,0.5,Human,50.1753,-120.667,British Columbia
2023-09-30,0.01,Human,50.1781,-120.773,British Columbia
2023-04-15,13.0,Human,50.868,-122.833,British Columbia
2023-04-18,28.1,Human,50.874,-121.834,British Columbia
2023-04-25,0.01,Human,50.0909,-121.585,British Columbia
2023-04-26,7.7,Human,50.762,-122.783,British Columbia
2023-05-20,0.4,Human,50.605,-121.843,British Columbia
2023-06-28,0.2,Natural,50.33,-121.67,British Columbia
2023-07-01,220.6,Natural,50.662,-123.093,British Columbia
2023-07-09,0.1,Natural,50.558,-121.694,British Columbia
2023-07-09,0.2,Natural,50.767,-122.005,British Columbia
2023-07-09,116.3,Natural,50.443,-121.91,British Columbia
2023-07-11,11284.0,Natural,50.681,-122.386,British Columbia
2023-07-13,4734.3,Natural,50.347,-121.715,British Columbia
2023-07-13,9565.0,Natural,50.856,-122.974,British Columbia
2023-07-13,241.0,Natural,50.802,-122.528,British Columbia
2023-07-15,5021.6,Natural,50.305,-121.826,British Columbia
2023-07-15,651.0,Natural,50.167,-122.092,British Columbia
2023-07-17,589.0,Natural,50.783,-121.889,British Columbia
2023-07-18,0.01,Natural,50.5747,-121.792,British Columbia
2023-07-24,0.3,Human,50.697,-121.928,British Columbia
2023-07-29,0.6,Natural,50.791,-122.01,British Columbia
2023-08-07,0.01,Natural,50.5661,-121.459,British Columbia
2023-08-11,0.5,Human,50.407,-121.373,British Columbia
2023-08-12,1015.5,Natural,50.365,-122.024,British Columbia
2023-08-13,0.3,Natural,50.56,-121.468,British Columbia
2023-08-16,131.6,Natural,50.413,-121.607,British Columbia
2023-08-30,480.4,Natural,50.308,-122.044,British Columbia
2023-09-03,26.9,Natural,50.755,-122.747,British Columbia
2023-09-07,0.1,Human,50.861,-122.849,British Columbia
2023-09-09,178.0,Natural,51.128,-122.94,British Columbia
2023-04-30,0.2,Human,49.602,-115.664,British Columbia
2023-05-01,0.1,Human,49.143,-115.101,British Columbia
2023-05-02,3.0,Human,49.654,-116.035,British Columbia
2023-05-13,10.0,Human,49.196,-115.142,British Columbia
2023-06-04,0.1,Human,49.558,-115.71,British Columbia
2023-06-13,1.7,Natural,49.274,-115.186,British Columbia
